nID;nID_Service;nID_Place;nID_City;nID_Region;nID_ServiceType;oData;sURL;bHidden;nID_Subject_Operator;bTest;sNote;asAuth;nID_Server
179;142;283;283;NULL;4;{"processDefinitionId":"dnepr_cnap_36:1:1"};;false;212;false;;BankID,EDS;0
180;141;283;283;NULL;4;{"processDefinitionId":"dnepr_cnap_38:1:1"};;false;212;false;;BankID,EDS;0
181;659;283;283;NULL;4;{"processDefinitionId":"kuznetsovsk_mvk_2:1:1"};;false;212;false;;BankID,EDS;0
182;11;493;493;NULL;4;{"processDefinitionId":"rda_360:1:1"};;false;212;false;;BankID,EDS;0
183;161;493;493;NULL;4;{"processDefinitionId":"ternopol_oda_209:1:1"};;false;212;false;;BankID,EDS;0
240;703;50005;6;NULL;1;{};http://dracs.minjust.gov.ua/;true;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS,KK;0
241;703;12;12;NULL;1;{};http://dracs.minjust.gov.ua/;true;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS;0
242;704;NULL;NULL;NULL;1;{};http://dracs.minjust.gov.ua/;FALSE;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS;0
243;704;50005;6;NULL;1;{};http://dracs.minjust.gov.ua/;true;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS,KK;0
244;704;12;12;NULL;1;{};http://dracs.minjust.gov.ua/;true;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS;0
245;705;NULL;NULL;NULL;1;{};http://dracs.minjust.gov.ua/;FALSE;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS;0
246;705;50005;6;NULL;1;{};http://dracs.minjust.gov.ua/;true;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS,KK;0
247;705;12;12;NULL;1;{};http://dracs.minjust.gov.ua/;true;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS;0
248;706;NULL;NULL;NULL;1;{};http://dracs.minjust.gov.ua/;FALSE;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS;0
249;706;50005;6;NULL;1;{};http://dracs.minjust.gov.ua/;true;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS,KK;0
250;706;12;12;NULL;1;{};http://dracs.minjust.gov.ua/;true;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS;0
254;708;NULL;NULL;NULL;1;{};http://dracs.minjust.gov.ua/;FALSE;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS;0
255;708;50005;6;NULL;1;{};http://dracs.minjust.gov.ua/;true;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS,KK;0
256;708;12;12;NULL;1;{};http://dracs.minjust.gov.ua/;true;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS;0
257;709;NULL;NULL;NULL;1;{};http://dracs.minjust.gov.ua/;FALSE;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS;0
258;709;50005;6;NULL;1;{};http://dracs.minjust.gov.ua/;true;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS,KK;0
259;709;12;12;NULL;1;{};http://dracs.minjust.gov.ua/;true;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS;0
260;710;NULL;NULL;NULL;1;{};http://dracs.minjust.gov.ua/;FALSE;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS;0
261;710;50005;6;NULL;1;{};http://dracs.minjust.gov.ua/;true;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS,KK;0
262;710;12;12;NULL;1;{};http://dracs.minjust.gov.ua/;true;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS;0
263;711;NULL;NULL;NULL;1;{};http://dracs.minjust.gov.ua/;FALSE;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS;0
264;711;50005;6;NULL;1;{};http://dracs.minjust.gov.ua/;true;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS,KK;0
265;711;12;12;NULL;1;{};http://dracs.minjust.gov.ua/;true;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS;0
266;712;NULL;NULL;NULL;1;{};http://dracs.minjust.gov.ua/;FALSE;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS;0
267;712;50005;6;NULL;1;{};http://dracs.minjust.gov.ua/;true;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS,KK;0
268;712;12;12;NULL;1;{};http://dracs.minjust.gov.ua/;true;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS;0
269;713;NULL;NULL;NULL;1;{};http://dracs.minjust.gov.ua/;FALSE;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS;0
270;713;50005;6;NULL;1;{};http://dracs.minjust.gov.ua/;true;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS,KK;0
271;713;12;12;NULL;1;{};http://dracs.minjust.gov.ua/;true;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS;0
272;714;NULL;NULL;NULL;1;{};http://dracs.minjust.gov.ua/;FALSE;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS;0
273;714;50005;6;NULL;1;{};http://dracs.minjust.gov.ua/;true;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS,KK;0
274;714;12;12;NULL;1;{};http://dracs.minjust.gov.ua/;true;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS;0
275;715;NULL;NULL;NULL;1;{};http://dracs.minjust.gov.ua/;FALSE;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS;0
276;715;50005;6;NULL;1;{};http://dracs.minjust.gov.ua/;true;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS,KK;0
277;715;12;12;NULL;1;{};http://dracs.minjust.gov.ua/;true;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS;0
278;716;NULL;NULL;NULL;1;{};http://dracs.minjust.gov.ua/;FALSE;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS;0
279;716;50005;6;NULL;1;{};http://dracs.minjust.gov.ua/;true;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS,KK;0
280;716;12;12;NULL;1;{};http://dracs.minjust.gov.ua/;true;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS;0
281;717;NULL;NULL;NULL;1;{};http://dracs.minjust.gov.ua/;FALSE;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS;0
282;717;50005;6;NULL;1;{};http://dracs.minjust.gov.ua/;true;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS,KK;0
283;717;12;12;NULL;1;{};http://dracs.minjust.gov.ua/;true;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS;0
284;718;NULL;NULL;NULL;1;{};http://dracs.minjust.gov.ua/;FALSE;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS;0
285;718;50005;6;NULL;1;{};http://dracs.minjust.gov.ua/;true;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS,KK;0
286;718;12;12;NULL;1;{};http://dracs.minjust.gov.ua/;true;1;FALSE;Для одержання послуги потрібно зареєструватися на порталі та скористатися BankID або електронно-цифровим підписом;BankID,EDS;0
287;41;182;182;NULL;4;{"processDefinitionId":"dnepr_cnap_225:1:1"};;false;225;false;;BankID,EDS;0
288;10;NULL;NULL;NULL;1;{};http://map.land.gov.ua/;false;1;false;Ви можете отримати послугу через публічну кадастрову карту. Обов’язковою умовою отримання доступу до інформації є  електронна ідентифікація заявника з використанням електронного цифрового підпису або BankID;BankID,EDS;0
289;41;28;28;NULL;4;{"processDefinitionId":"dnepr_cnap_225:1:1"};;false;225;false;;BankID,EDS;0
290;720;1;1;NULL;4;{"processDefinitionId":"_test_fields_bankid:1:151"};;false;1;true;;BankID,email,EDS,KK;0
291;29;50005;6;NULL;4;{"processDefinitionId":"kiev_dms_40:1:147"};;false;1;false;;BankID,EDS,KK;0
292;26;50005;6;NULL;4;{"processDefinitionId":"kiev_dms_40s:1:168"};;false;1;false;;BankID,EDS,KK;0
293;41;102;102;NULL;4;{"processDefinitionId":"dnepr_cnap_225:1:1"};;false;225;true;;BankID,EDS;0
294;41;37;37;NULL;4;{"processDefinitionId":"dnepr_cnap_225:1:1"};;false;225;false;;BankID,EDS;0
295;99;28;28;NULL;4;{"processDefinitionId":"dnepr_cnap_231:1:1"};;false;225;false;;BankID,EDS;0
296;41;468;468;NULL;4;{"processDefinitionId":"dnepr_cnap_225:1:1"};;false;225;false;;BankID,EDS;0
297;41;67;67;NULL;4;{"processDefinitionId":"dnepr_cnap_225:1:1"};;false;225;true;;BankID,EDS;0
298;4;43;43;NULL;4;{"processDefinitionId":"cnap_293:1:1"};;false;225;false;;BankID,EDS;0
299;724;43;43;NULL;4;{"processDefinitionId":"Uzhgorod_dmg_1:1:1"};;false;1;false;;BankID,EDS;0
300;45;102;102;NULL;4;{"processDefinitionId":"dnepr_cnap_234:1:1"};;false;225;true;;BankID,EDS;0
301;667;10;10;NULL;4;{"processDefinitionId":"ternopol_mvk_rezhym_roboty:1:1"};;false;1;true;;BankID,EDS;0
302;725;10;10;NULL;4;{"processDefinitionId":"ternop_dozvil_bud:1:1"};;false;1;true;;BankID,EDS;0
303;686;7;7;NULL;4;{"processDefinitionId":"demo:1:58"};;true;1;true;;BankID,EDS;0
304;727;50005;6;NULL;4;{"processDefinitionId":"demo:1:58"};;true;1;true;;BankID,EDS,KK;0
305;728;50005;6;NULL;4;{"processDefinitionId":"demo:1:58"};;true;1;true;;BankID,EDS,KK;0
306;729;50005;6;NULL;4;{"processDefinitionId":"demo:1:58"};;true;1;true;;BankID,EDS,KK;0
307;730;50005;6;NULL;4;{"processDefinitionId":"demo:1:58"};;true;1;true;;BankID,EDS,KK;0
308;731;50005;6;NULL;4;{"processDefinitionId":"demo:1:58"};;true;1;true;;BankID,EDS,KK;0
309;732;50005;6;NULL;4;{"processDefinitionId":"demo:1:58"};;true;1;true;;BankID,EDS,KK;0
310;733;50005;6;NULL;4;{"processDefinitionId":"demo:1:58"};;true;1;true;;BankID,EDS,KK;0
311;1464;50005;NULL;5;4;{"processDefinitionId":"common_mreo_4:1:58"};;false;12;false;;BankID,EDS;0
312;734;10;10;NULL;4;{"processDefinitionId":"ternopol_cnap_vikop:1:58"};;false;1;false;;BankID,EDS;0
313;735;186;186;NULL;4;{"processDefinitionId":"trostyanec_mvk_dereva:1:58"};;false;1;true;;BankID,EDS;0
314;102;473;473;NULL;4;{"processDefinitionId":"dnepr_cnap_211:1:1"};;false;225;false;;BankID,EDS;0
315;139;1;1;NULL;4;{"processDefinitionId":"dnepr_cnap_39:1:1"};;false;225;false;;BankID,EDS;0
316;736;50001;NULL;1;4;{"processDefinitionId":"dnepr_cnap_41:1:1"};;false;41;false;;BankID,EDS;0
317;5;1;1;NULL;4;{"processDefinitionId":"dnepr_cnap_56:1:1"};;false;1;false;;BankID,EDS;0
318;737;50005;6;NULL;4;{"processDefinitionId":"demo2:1:60054"};;false;1;true;;BankID,EDS,KK;0
319;15;50005;6;NULL;4;{"processDefinitionId":"demo2:1:60054"};;false;1;true;;BankID,EDS,KK;0
320;738;50005;6;NULL;4;{"processDefinitionId":"demo2:1:60054"};;false;1;true;;BankID,EDS,KK;0
321;739;50005;6;NULL;4;{"processDefinitionId":"demo2:1:60054"};;true;1;true;;BankID,EDS,KK;0
324;740;50005;6;NULL;4;{"processDefinitionId":"demo2:1:60054"};;false;1;true;;BankID,EDS,KK;0
325;741;50005;6;NULL;4;{"processDefinitionId":"demo2:1:60054"};;false;1;true;;BankID,EDS,KK;0
326;742;50005;6;NULL;4;{"processDefinitionId":"demo2:1:60054"};;false;1;true;;BankID,EDS,KK;0
327;743;50005;6;NULL;4;{"processDefinitionId":"demo2:1:60054"};;false;1;true;;BankID,EDS,KK;0
328;96;1;1;NULL;4;{"processDefinitionId":"dnepr_cnap-44:1:60054"};;false;1;false;;BankID,EDS;0
329;10;50009;NULL;9;4;{"processDefinitionId":"demo:1:58"};;true;1;false;;BankID,EDS;0
330;148;1;1;NULL;4;{"processDefinitionId":"dnepr_vcnap-50:1:60054"};;false;1;true;;BankID,EDS;0
331;92;1;1;NULL;4;{"processDefinitionId":"dnepr_cnap_42:1:60054"};;false;1;true;;BankID,EDS;0
332;368;1;NULL;1;4;{"processDefinitionId":"gni_69:1:1"};;false;1;false;;BankID,EDS;0
333;142;1;1;NULL;4;{"processDefinitionId":"dnepr_cnap_36:1:1"};;false;225;false;;BankID,EDS;0
334;140;1;1;NULL;4;{"processDefinitionId":"dnepr_cnap_37:1:1"};;false;225;false;;BankID,EDS;0
335;654;469;469;NULL;4;{"processDefinitionId":"subsidiesUkraine:1:1"};;false;14;false;;BankID,EDS;0
336;73;50001;NULL;1;4;{"processDefinitionId":"dnepr_cnap_45:1:1"};;false;1;false;;BankID,EDS;0
337;744;1;1;NULL;4;{"processDefinitionId":"dnepr_cnap_42_ur:1:60054"};;false;1;true;;BankID,EDS;0
338;745;1;1;NULL;4;{"processDefinitionId":"demo:1:58"};;true;1;false;;BankID,EDS;0
339;746;1;1;NULL;4;{"processDefinitionId":"demo:1:58"};;true;1;false;;BankID,EDS;0
340;115;50001;NULL;1;4;{"processDefinitionId":"dnepr_cnap-57:1:1"};;true;305;true;;BankID,EDS;0
341;956;109;109;NULL;4;{"processDefinitionId":"dnepr_cnap_238:1:1"};;false;225;false;;BankID,EDS;0
342;94;1;1;NULL;4;{"processDefinitionId":"dnepr_cnap_46:1:60054"};;false;1;true;;BankID,EDS;0
343;747;1;1;NULL;4;{"processDefinitionId":"dnepr_cnap_46_ur:1:60054"};;false;1;true;;BankID,EDS;0
344;95;1;1;NULL;4;{"processDefinitionId":"dnepr_cnap_48:1:60054"};;false;1;true;;BankID,EDS;0
345;748;1;1;NULL;4;{"processDefinitionId":"dnepr_cnap_48_ur:1:60054"};;false;1;true;;BankID,EDS;0
346;749;1;1;NULL;4;{"processDefinitionId":"dnepr_cnap_51:1:60054"};;false;1;true;;BankID,EDS;0
347;750;1;1;NULL;4;{"processDefinitionId":"dnepr_cnap_52:1:60054"};;true;1;true;;BankID,EDS;0
348;153;1;1;NULL;4;{"processDefinitionId":"dnepr_cnap_72:1:60054"};;false;1;true;;BankID,EDS;0
349;751;1;1;NULL;4;{"processDefinitionId":"_test_datepicker:1:1"};;false;1;true;;BankID,email,EDS,KK;0
350;752;50001;NULL;1;4;{"processDefinitionId":"socialhelp_kidsUkraine:1:1"};;false;14;false;;BankID,EDS;0
351;752;108;108;NULL;4;{"processDefinitionId":"socialhelp_kidsUkraine:1:1"};;false;14;false;;BankID,EDS;0
352;754;50001;1;NULL;4;{"processDefinitionId":"demo:1:58"};;true;14;true;;BankID,EDS;0
353;755;NULL;NULL;NULL;4;{"processDefinitionId":"_test_mailer:1:1"};;false;1;true;;BankID,email,EDS,KK;0
354;158;50001;NULL;1;4;{"processDefinitionId":"dnepr_cnap_53:1:352"};;false;53;false;;BankID,EDS;0
355;141;1;1;NULL;4;{"processDefinitionId":"dnepr_cnap_38:1:1"};;false;225;false;;BankID,EDS;0
356;367;1;1;NULL;4;{"processDefinitionId":"dpi_reestr_68:1:352"};;false;1;true;;BankID,EDS;0
357;49;1;1;NULL;4;{"processDefinitionId":"dnepr_cnap_70:1:352"};;false;1;false;;BankID,EDS;0
358;756;1;1;NULL;4;{"processDefinitionId":"_test_queue_cancel:1:1"};;false;1;true;;BankID,email,EDS,KK;0
359;654;50005;NULL;5;4;{"processDefinitionId":"kiev_mda_subsidies:1:60054"};;false;14;false;;BankID,EDS;0
360;757;NULL;NULL;NULL;4;{"processDefinitionId":"_test_type_HTML:1:1"};;false;1;true;;BankID,email,EDS,KK;0
361;758;1;1;NULL;4;{"processDefinitionId":"dnepr_cnap_57u:1:60054"};;false;1;true;;BankID,EDS;0
362;3;1;1;NULL;4;{"processDefinitionId":"_test_ved:1:1"};;false;1;true;;BankID,EDS;0
363;760;1;1;NULL;4;{"processDefinitionId":"demo:1:58"};;true;1;true;;BankID,EDS;0
364;761;10;10;NULL;4;{"processDefinitionId":"ternopol_cnap_35:1:1"};;false;1;false;;BankID,EDS;0
365;762;1;1;NULL;4;{"processDefinitionId":"demo:1:58"};;true;1;true;;BankID,EDS;0
366;27;43;43;NULL;4;{"processDefinitionId":"uzhgorod_cnap_112:1:1"};;false;225;false;;BankID,EDS;0
367;764;1;1;NULL;4;{"processDefinitionId":"demo:1:58"};;true;1;true;;BankID,EDS;0
368;765;50001;NULL;1;4;{"processDefinitionId":"dnepr_soc_help_148:1:1"};;false;14;false;;BankID,EDS;0
369;766;1;1;NULL;4;{"processDefinitionId":"demo:1:58"};;true;1;true;;BankID,EDS;0
370;767;50001;NULL;1;4;{"processDefinitionId":"dnepr_soc_help_150:1:1"};;false;14;false;;BankID,EDS;0
371;628;1;1;NULL;4;{"processDefinitionId":"demo:1:58"};;true;1;true;;BankID,EDS;0
372;769;1;1;NULL;4;{"processDefinitionId":"_test_smart_print_form:1:238"};;false;1;false;;BankID,email,EDS,KK;0
373;687;8;8;NULL;4;{"processDefinitionId":"kusnetsovsk_vssm_117:1:1"};;false;1;false;;BankID,EDS;0
374;768;1;1;NULL;4;{"processDefinitionId":"demo:1:58"};;true;1;true;;BankID,EDS;0
375;719;1;1;NULL;4;{"processDefinitionId":"dnepr_cnap_59:1:1"};;false;1;false;;BankID,EDS;0
376;762;50001;NULL;1;4;{"processDefinitionId":"dnepr_soczah_139:1:1"};;false;14;false;;BankID,EDS;0
377;45;37;37;NULL;4;{"processDefinitionId":"dnepr_cnap_234:1:1"};;false;225;false;;BankID,EDS;0
378;45;468;468;NULL;4;{"processDefinitionId":"dnepr_cnap_234:1:1"};;false;225;false;;BankID,EDS;0
379;45;67;67;NULL;4;{"processDefinitionId":"dnepr_cnap_234:1:1"};;false;225;true;;BankID,EDS;0
380;48;182;182;NULL;4;{"processDefinitionId":"dnepr_cnap_283:1:1"};;false;225;false;;BankID,EDS;0
381;759;50001;NULL;1;4;{"processDefinitionId":"dnepr_soczah_142:1:1"};;false;14;false;;BankID,EDS;0
382;774;50001;NULL;1;4;{"processDefinitionId":"dnepr_soc_144:1:1"};;false;14;false;;BankID,EDS;0
383;775;50001;NULL;1;4;{"processDefinitionId":"dnepr_soczah_154:1:1"};;false;14;false;;BankID,EDS;0
384;776;50001;NULL;1;4;{"processDefinitionId":"dnepr_soc_help_147:1:1"};;false;14;false;;BankID,EDS;0
385;777;50001;NULL;1;4;{"processDefinitionId":"dnepr_soczah_156:1:1"};;false;14;false;;BankID,EDS;0
386;778;50001;NULL;1;4;{"processDefinitionId":"dnepr_soczah_160:1:1"};;false;14;false;;BankID,EDS;0
387;780;50001;NULL;1;4;{"processDefinitionId":"dnepr_soc_help_157:1:1"};;false;14;false;;BankID,EDS;0
388;781;50001;NULL;1;4;{"processDefinitionId":"dnepr_soczah_163:1:1"};;false;14;false;;BankID,EDS;0
389;48;28;28;NULL;4;{"processDefinitionId":"dnepr_cnap_283:1:1"};;false;225;false;;BankID,EDS;0
390;48;102;102;NULL;4;{"processDefinitionId":"dnepr_cnap_283:1:1"};;false;225;true;;BankID,EDS;0
391;956;8;8;NULL;4;{"processDefinitionId":"dnepr_cnap_238:1:1"};;false;225;false;;BankID,EDS;0
392;784;1;1;NULL;4;{"processDefinitionId":"_test_autosend_printform:1:238"};;false;1;false;;BankID,email,EDS,KK;0
393;957;8;8;NULL;4;{"processDefinitionId":"dnepr_cnap_238a:1:1"};;false;225;false;;BankID,EDS;0
394;654;5;5;NULL;4;{"processDefinitionId":"subsidiesUkraine:1:1"};;false;14;false;;BankID,EDS;0
395;785;1;1;NULL;4;{"processDefinitionId":"_test_sID_UA:1:238"};;false;1;true;;BankID,email,EDS,KK;0
396;1383;50001;NULL;1;4;{"processDefinitionId":"dnepr_soc_help_176:1:1"};;false;14;false;;BankID,EDS;0
397;787;50001;NULL;1;4;{"processDefinitionId":"dnepr_soc_help_175:1:1"};;false;14;false;;BankID,EDS;0
398;786;50001;NULL;1;4;{"processDefinitionId":"dnepr_soc_help_177:1:1"};;false;14;false;;BankID,EDS;0
399;779;50001;NULL;1;4;{"processDefinitionId":"dnepr_soczah_165:1:1"};;false;14;false;;BankID,EDS;0
400;48;37;37;NULL;4;{"processDefinitionId":"dnepr_cnap_283:1:1"};;false;225;false;;BankID,EDS;0
401;48;468;468;NULL;4;{"processDefinitionId":"dnepr_cnap_283:1:1"};;false;225;false;;BankID,EDS;0
402;790;8;8;NULL;4;{"processDefinitionId":"kuznetsovsk_mvk-118:1:1"};;false;212;false;;BankID,EDS;0
403;102;472;472;NULL;4;{"processDefinitionId":"dnepr_cnap_211:1:1"};;false;225;false;;BankID,EDS;0
404;96;28;28;NULL;4;{"processDefinitionId":"dndz_cnap_189:1:1"};;false;1;false;;BankID,EDS;0
405;48;67;67;NULL;4;{"processDefinitionId":"dnepr_cnap_283:1:1"};;false;225;true;;BankID,EDS;0
406;1376;28;28;NULL;4;{"processDefinitionId":"dndz_cnap_186:1:1"};;false;1;false;;BankID,EDS;0
407;761;28;28;NULL;4;{"processDefinitionId":"dndz_cnap_192:1:1"};;false;1;false;;BankID,EDS;0
408;1377;28;28;NULL;4;{"processDefinitionId":"dndz_cnap_196:1:1"};;false;225;false;;BankID,EDS;0
409;1378;19;19;NULL;1;{};http://my.vmr.gov.ua;FALSE;1;FALSE;Замовити послугу можна на сайті Вінницької міськради після реєстрації в Персональному кабінеті;BankID,EDS;0
410;1379;28;28;NULL;4;{"processDefinitionId":"dndz_cnap_201:1:1"};;false;1;false;;BankID,EDS;0
411;343;1;1;NULL;4;{"processDefinitionId":"dnepr_mvd_199:1:1"};;false;1;false;;BankID,EDS;0
412;1380;28;28;NULL;4;{"processDefinitionId":"dndz_cnap_193:1:1"};;false;1;false;;BankID,EDS;0
413;1381;28;28;NULL;4;{"processDefinitionId":"dndz_cnap_194:1:1"};;false;1;false;;BankID,EDS;0
414;1382;1;1;NULL;4;{"processDefinitionId":"_test_enum_usertask:1:1"};;false;1;true;;BankID,email,EDS,KK;0
415;23;50013;NULL;13;4;{"processDefinitionId":"zt_region_cnap_183:1:1"};;false;1;true;;BankID,EDS;0
416;15;28;28;NULL;4;{"processDefinitionId":"demo:1:58"};;true;1;true;;BankID,EDS;0
418;376;50001;NULL;1;4;{"processDefinitionId":"dnepr_dfs_dovidka_nodebts:1:1"};;false;1;false;;BankID,EDS;0
419;1384;NULL;NULL;NULL;1;{};http://map.land.gov.ua/;false;1;false;Ви можете отримати послугу через публічну кадастрову карту. Обов’язковою умовою отримання доступу до інформації є  електронна ідентифікація заявника з використанням електронного цифрового підпису або BankID;BankID,EDS;0
420;1385;NULL;NULL;NULL;1;{};http://map.land.gov.ua/;false;1;false;Ви можете отримати послугу через публічну кадастрову карту. Обов’язковою умовою отримання доступу до інформації є  електронна ідентифікація заявника з використанням електронного цифрового підпису або BankID;BankID,EDS;0
421;1386;NULL;NULL;NULL;1;{};https://rrp.minjust.gov.ua/en-extract;false;1;false;Ви можете отримати послугу через пошукову форму на сайті онлайн-сервісів Міністерства юстиції;BankID,EDS;0
422;1387;NULL;NULL;NULL;1;{};https://rrp.minjust.gov.ua/en-extract;true;1;true;Ви можете отримати послугу через пошукову форму на сайті онлайн-сервісів Міністерства юстиції;BankID,EDS;0
423;1388;50009;NULL;9;4;{"processDefinitionId":"ternopol_oda_207:1:1"};;false;1;false;;BankID,EDS;0
424;1389;NULL;NULL;NULL;4;{"processDefinitionId":"_testform_autosign_ECP:1:1"};;false;1;true;;BankID,email,EDS,KK;0
425;1390;3;3;2;1;{};https://egov.city-adm.lviv.ua/SitePages/NewService.aspx;false;1;false;Ви можете замовити послугу через особистий кабінет мешканця міста Львів. Для цього необхідно буде зареєструватися або пройти електронну ідентифікацію з використанням BankID, MobileID або електронного цифрового підпису;BankID,EDS;0
426;1391;3;3;2;1;{};https://egov.city-adm.lviv.ua/SitePages/NewService.aspx;false;1;false;Ви можете замовити послугу через особистий кабінет мешканця міста Львів. Для цього необхідно буде зареєструватися або пройти електронну ідентифікацію з використанням BankID, MobileID або електронного цифрового підпису;BankID,EDS;0
427;739;3;3;2;1;{};https://egov.city-adm.lviv.ua/SitePages/NewService.aspx;false;1;false;Ви можете замовити послугу через особистий кабінет мешканця міста Львів. Для цього необхідно буде зареєструватися або пройти електронну ідентифікацію з використанням BankID, MobileID або електронного цифрового підпису;BankID,EDS;0
428;98;3;3;2;1;{};https://egov.city-adm.lviv.ua/SitePages/NewService.aspx;false;1;false;Ви можете замовити послугу через особистий кабінет мешканця міста Львів. Для цього необхідно буде зареєструватися або пройти електронну ідентифікацію з використанням BankID, MobileID або електронного цифрового підпису;BankID,EDS;0
429;1392;3;3;2;1;{};https://egov.city-adm.lviv.ua/SitePages/NewService.aspx;false;1;false;Ви можете замовити послугу через особистий кабінет мешканця міста Львів. Для цього необхідно буде зареєструватися або пройти електронну ідентифікацію з використанням BankID, MobileID або електронного цифрового підпису;BankID,EDS;0
430;1393;28;28;NULL;4;{"processDefinitionId":"dndz_cnap_190:1:1"};;false;225;false;;BankID,EDS;0
431;161;50009;NULL;9;4;{"processDefinitionId":"ternopol_oda_209:1:1"};;false;209;false;;BankID,EDS;0
432;102;50009;NULL;9;4;{"processDefinitionId":"ternopol_rcnap_208:1:1"};;false;1;false;;BankID,EDS;0
433;759;6;6;NULL;4;{"processDefinitionId":"kiev_soc_help_142:1:1"};;true;1;false;;BankID,EDS;0
434;1383;6;6;NULL;4;{"processDefinitionId":"kiev_soc_help_176:1:1"};;true;1;false;;BankID,EDS;0
